playerId,playerName,team,friday_avg,friday_obp,friday_slg,friday_ops,sunday_avg,sunday_obp,sunday_slg,sunday_ops
ID663368,Blake Perkins,Milwaukee Brewers,0.211,0.211,0.526,0.737,0.269,0.345,0.308,0.653
ID691016,Tyler Soderstrom,Athletics,0.281,0.346,0.427,0.773,0.268,0.366,0.507,0.873
ID643289,Mauricio Dubón,Houston Astros,0.154,0.188,0.154,0.342,0.268,0.297,0.394,0.691
ID672724,Oswald Peraza,Los Angeles Angels,0.125,0.111,0.125,0.236,0.267,0.353,0.667,1.02
ID678246,Miguel Vargas,Chicago White Sox,0.272,0.381,0.444,0.825,0.267,0.368,0.547,0.915
ID596115,Trevor Story,Boston Red Sox,0.216,0.25,0.378,0.628,0.267,0.326,0.419,0.745
ID621438,Tyrone Taylor,New York Mets,0.185,0.232,0.308,0.54,0.267,0.34,0.378,0.718
ID543510,James McCann,Arizona Diamondbacks,0,0,0,0,0.267,0.25,0.467,0.717
ID663604,Brandon Lockridge,San Diego Padres,0.214,0.214,0.286,0.5,0.267,0.312,0.4,0.712
ID621493,Taylor Ward,Los Angeles Angels,0.128,0.245,0.244,0.489,0.265,0.345,0.531,0.876
ID666310,Bo Naylor,Cleveland Guardians,0.19,0.288,0.429,0.717,0.265,0.339,0.49,0.829
ID578428,Jose Iglesias,San Diego Padres,0.293,0.37,0.317,0.687,0.264,0.316,0.321,0.637
ID692225,Kristian Campbell,Boston Red Sox,0.225,0.319,0.225,0.544,0.263,0.378,0.421,0.799
ID691718,Pete Crow-Armstrong,Chicago Cubs,0.323,0.346,0.636,0.982,0.263,0.276,0.463,0.739
ID671277,Luis García Jr.,Washington Nationals,0.238,0.264,0.381,0.645,0.263,0.293,0.421,0.714
ID677649,Ezequiel Duran,Texas Rangers,0.241,0.267,0.31,0.577,0.263,0.31,0.368,0.678
ID683227,Cody Freeman,Texas Rangers,0.188,0.188,0.188,0.376,0.263,0.263,0.368,0.631
ID682988,Tyler Locklear,Arizona Diamondbacks,0.111,0.158,0.111,0.269,0.263,0.364,0.263,0.627
ID682641,Luis Matos,San Francisco Giants,0.444,0.474,0.889,1.363,0.262,0.256,0.524,0.78
ID641598,Mitch Garver,Seattle Mariners,0.289,0.372,0.684,1.056,0.262,0.328,0.41,0.738
ID663586,Austin Riley,Atlanta Braves,0.239,0.311,0.328,0.639,0.262,0.286,0.393,0.679
ID624428,Adam Frazier,Pittsburgh Pirates,0.357,0.404,0.524,0.928,0.262,0.295,0.381,0.676
ID592663,J.T. Realmuto,Philadelphia Phillies,0.338,0.414,0.506,0.92,0.262,0.304,0.369,0.673
ID571448,Nolan Arenado,St. Louis Cardinals,0.281,0.309,0.375,0.684,0.262,0.294,0.369,0.663
ID681393,Connor Norby,Miami Marlins,0.27,0.292,0.397,0.689,0.262,0.279,0.381,0.66
ID571970,Max Muncy,Los Angeles Dodgers,0.158,0.333,0.263,0.596,0.261,0.375,0.5,0.875
ID672761,Wenceel Pérez,Detroit Tigers,0.271,0.34,0.417,0.757,0.261,0.3,0.522,0.822
ID642133,Rowdy Tellez,Texas Rangers,0.333,0.389,0.8,1.189,0.261,0.346,0.435,0.781
ID592192,Mark Canha,Kansas City Royals,0.118,0.111,0.353,0.464,0.261,0.292,0.261,0.553
ID666969,Adolis García,Texas Rangers,0.143,0.193,0.247,0.44,0.26,0.345,0.455,0.8
ID682928,CJ Abrams,Washington Nationals,0.317,0.349,0.525,0.874,0.259,0.297,0.506,0.803
ID687363,Victor Scott II,St. Louis Cardinals,0.219,0.292,0.281,0.573,0.259,0.358,0.414,0.772
ID663647,Ke'Bryan Hayes,Cincinnati Reds,0.16,0.312,0.32,0.632,0.259,0.355,0.296,0.651
ID663757,Trent Grisham,New York Yankees,0.134,0.268,0.244,0.512,0.258,0.43,0.5,0.93
ID695506,Jac Caglianone,Kansas City Royals,0.2,0.289,0.325,0.614,0.258,0.361,0.484,0.845
ID592518,Manny Machado,San Diego Padres,0.24,0.283,0.49,0.773,0.258,0.343,0.473,0.816
ID691406,Junior Caminero,Tampa Bay Rays,0.24,0.277,0.469,0.746,0.258,0.292,0.449,0.741
ID680862,Willie MacIver,Athletics,0.2,0.273,0.3,0.573,0.257,0.316,0.457,0.773
ID608324,Alex Bregman,Boston Red Sox,0.333,0.435,0.528,0.963,0.257,0.358,0.414,0.772
ID664761,Alec Bohm,Philadelphia Phillies,0.216,0.256,0.243,0.499,0.257,0.325,0.4,0.725
ID650968,Yohel Pozo,St. Louis Cardinals,0.238,0.238,0.286,0.524,0.257,0.316,0.371,0.687
ID663993,Nathaniel Lowe,Washington Nationals,0.254,0.303,0.38,0.683,0.256,0.33,0.436,0.766
ID663616,Trevor Larnach,Minnesota Twins,0.288,0.35,0.521,0.871,0.256,0.299,0.333,0.632
ID656976,Pavin Smith,Arizona Diamondbacks,0.31,0.394,0.414,0.808,0.256,0.293,0.333,0.626
ID660688,Keibert Ruiz,Washington Nationals,0.189,0.286,0.189,0.475,0.256,0.293,0.256,0.549
ID669257,Will Smith,Los Angeles Dodgers,0.208,0.344,0.278,0.622,0.255,0.333,0.529,0.862
ID682985,Riley Greene,Detroit Tigers,0.3,0.358,0.71,1.068,0.255,0.317,0.479,0.796
ID668939,Adley Rutschman,Baltimore Orioles,0.222,0.354,0.333,0.687,0.255,0.3,0.426,0.726
ID650490,Yandy Díaz,Tampa Bay Rays,0.289,0.35,0.444,0.794,0.255,0.311,0.408,0.719
ID687263,Zach Neto,Los Angeles Angels,0.188,0.25,0.388,0.638,0.253,0.333,0.52,0.853
ID683737,Michael Busch,Chicago Cubs,0.25,0.323,0.524,0.847,0.253,0.352,0.405,0.757
ID575929,Willson Contreras,St. Louis Cardinals,0.324,0.41,0.574,0.984,0.253,0.316,0.414,0.73
ID686797,Brooks Lee,Minnesota Twins,0.205,0.284,0.244,0.528,0.253,0.295,0.434,0.729
ID650859,Luis Rengifo,Los Angeles Angels,0.253,0.305,0.32,0.625,0.253,0.286,0.367,0.653
ID506702,Sandy León,Atlanta Braves,0,0,0,0,0.25,0.25,1,1.25
ID609280,Miguel Andujar,Cincinnati Reds,0.429,0.478,0.619,1.097,0.25,0.455,0.625,1.08
ID665862,Jazz Chisholm Jr.,New York Yankees,0.239,0.308,0.408,0.716,0.25,0.341,0.632,0.973
ID596103,Austin Slater,Chicago White Sox,0.333,0.478,0.611,1.089,0.25,0.333,0.625,0.958
ID687478,Cam Devanney,Pittsburgh Pirates,0,0,0,0,0.25,0.4,0.5,0.9
ID663330,Jahmai Jones,Detroit Tigers,0.211,0.25,0.421,0.671,0.25,0.318,0.45,0.768
ID666165,Blake Sabol,Boston Red Sox,0,0.125,0,0.125,0.25,0.25,0.5,0.75
ID671655,George Valera,Cleveland Guardians,0.667,0.75,1,1.75,0.25,0.5,0.25,0.75
ID669717,Will Wilson,Cleveland Guardians,0.091,0.286,0.091,0.377,0.25,0.318,0.4,0.718
ID572233,Christian Walker,Houston Astros,0.245,0.286,0.398,0.684,0.25,0.309,0.409,0.718
ID514888,Jose Altuve,Houston Astros,0.303,0.367,0.515,0.882,0.25,0.319,0.388,0.707
ID686555,Isaac Collins,Milwaukee Brewers,0.232,0.394,0.286,0.68,0.25,0.357,0.333,0.69
ID663743,Nick Fortes,Tampa Bay Rays,0.214,0.312,0.214,0.526,0.25,0.357,0.333,0.69
ID595879,Javier Báez,Detroit Tigers,0.25,0.253,0.431,0.684,0.25,0.299,0.375,0.674
ID682829,Elly De La Cruz,Cincinnati Reds,0.293,0.364,0.505,0.869,0.25,0.295,0.375,0.67
ID680757,Steven Kwan,Cleveland Guardians,0.301,0.342,0.408,0.75,0.25,0.305,0.359,0.664
ID683734,Andrew Vaughn,Chicago White Sox,0.074,0.138,0.185,0.323,0.25,0.25,0.406,0.656
ID670231,John Rave,Kansas City Royals,0.25,0.333,0.472,0.805,0.25,0.357,0.292,0.649
ID673357,Luis Robert Jr.,Chicago White Sox,0.254,0.342,0.46,0.802,0.25,0.333,0.283,0.616
ID664702,Myles Straw,Toronto Blue Jays,0.28,0.387,0.36,0.747,0.25,0.286,0.3,0.586
ID695600,Carter Jensen,Kansas City Royals,0.375,0.375,0.75,1.125,0.25,0.333,0.25,0.583
ID686554,Oliver Dunn,Milwaukee Brewers,0,0,0,0,0.25,0.333,0.25,0.583
ID656413,Stuart Fairchild,Atlanta Braves,0.154,0.214,0.308,0.522,0.25,0.25,0.25,0.5
ID693409,César Prieto,St. Louis Cardinals,0,0,0,0,0.25,0.25,0.25,0.5
ID663796,Coco Montes,Tampa Bay Rays,0,0,0,0,0.25,0.25,0.25,0.5
ID683770,Will Robertson,Toronto Blue Jays,0,0,0,0,0.25,0.25,0.25,0.5
ID668715,Spencer Steer,Cincinnati Reds,0.236,0.352,0.506,0.858,0.247,0.318,0.416,0.734
ID691594,Javier Sanoja,Miami Marlins,0.28,0.321,0.62,0.941,0.246,0.301,0.354,0.655
ID691023,Jordan Walker,St. Louis Cardinals,0.177,0.212,0.226,0.438,0.246,0.342,0.304,0.646
ID656775,Cedric Mullins,Baltimore Orioles,0.15,0.232,0.317,0.549,0.245,0.281,0.396,0.677
ID680776,Jarren Duran,Boston Red Sox,0.225,0.306,0.342,0.648,0.245,0.316,0.358,0.674
ID686611,Dylan Crews,Washington Nationals,0.295,0.34,0.432,0.772,0.245,0.26,0.388,0.648
ID671739,Michael Harris II,Atlanta Braves,0.276,0.308,0.367,0.675,0.245,0.258,0.383,0.641
ID621020,Dansby Swanson,Chicago Cubs,0.2,0.267,0.474,0.741,0.245,0.273,0.34,0.613
ID700242,Trey Sweeney,Detroit Tigers,0.209,0.261,0.349,0.61,0.244,0.326,0.39,0.716
ID672820,Lenyn Sosa,Chicago White Sox,0.32,0.342,0.547,0.889,0.244,0.267,0.39,0.657
ID687462,Spencer Horwitz,Pittsburgh Pirates,0.222,0.279,0.365,0.644,0.243,0.316,0.429,0.745
ID673962,Josh Jung,Texas Rangers,0.256,0.301,0.372,0.673,0.243,0.274,0.357,0.631
ID687401,Joey Ortiz,Milwaukee Brewers,0.203,0.263,0.216,0.479,0.243,0.3,0.324,0.624
ID670242,Matt Wallner,Minnesota Twins,0.154,0.267,0.308,0.575,0.242,0.319,0.452,0.771
ID607208,Trea Turner,Philadelphia Phillies,0.384,0.435,0.596,1.031,0.242,0.311,0.341,0.652
ID642086,Dominic Smith,San Francisco Giants,0.457,0.45,0.771,1.221,0.241,0.371,0.276,0.647
ID669236,Jeremiah Jackson,Baltimore Orioles,0.296,0.345,0.333,0.678,0.241,0.29,0.345,0.635
ID669707,Jared Triolo,Pittsburgh Pirates,0.23,0.288,0.344,0.632,0.24,0.345,0.4,0.745
ID660162,Yoán Moncada,Los Angeles Angels,0.261,0.34,0.63,0.97,0.24,0.441,0.28,0.721
ID665828,Oswaldo Cabrera,New York Yankees,0.368,0.4,0.421,0.821,0.24,0.296,0.36,0.656
ID592669,Hunter Renfroe,Kansas City Royals,0.222,0.273,0.222,0.495,0.24,0.269,0.36,0.629
ID667670,Brent Rooker,Athletics,0.267,0.342,0.465,0.807,0.24,0.305,0.323,0.628
ID677587,Brayan Rocchio,Cleveland Guardians,0.222,0.259,0.296,0.555,0.24,0.339,0.26,0.599
ID642731,Thairo Estrada,Colorado Rockies,0.29,0.312,0.452,0.764,0.24,0.296,0.28,0.576
ID694192,Jackson Chourio,Milwaukee Brewers,0.309,0.367,0.457,0.824,0.239,0.263,0.443,0.706
ID656555,Rhys Hoskins,Milwaukee Brewers,0.225,0.354,0.25,0.604,0.238,0.314,0.405,0.719
ID672356,Gabriel Arias,Cleveland Guardians,0.176,0.237,0.27,0.507,0.238,0.29,0.397,0.687
ID676475,Alec Burleson,St. Louis Cardinals,0.35,0.42,0.533,0.953,0.238,0.286,0.393,0.679
ID700250,Ben Rice,New York Yankees,0.28,0.341,0.387,0.728,0.237,0.363,0.487,0.85
ID668804,Bryan Reynolds,Pittsburgh Pirates,0.276,0.324,0.48,0.804,0.237,0.317,0.355,0.672
ID641680,Jonah Heim,Texas Rangers,0.2,0.243,0.431,0.674,0.237,0.288,0.288,0.576
ID573262,Mike Yastrzemski,San Francisco Giants,0.158,0.273,0.211,0.484,0.236,0.306,0.4,0.706
ID607043,Brandon Nimmo,New York Mets,0.309,0.383,0.511,0.894,0.236,0.314,0.36,0.674
ID669016,Brandon Marsh,Philadelphia Phillies,0.274,0.343,0.484,0.827,0.236,0.317,0.345,0.662
ID641943,Joshua Palacios,Chicago White Sox,0.136,0.136,0.136,0.272,0.235,0.409,0.412,0.821
ID596142,Gary Sánchez,Baltimore Orioles,0.467,0.529,0.733,1.262,0.235,0.316,0.412,0.728
ID676679,Luis Vázquez,Baltimore Orioles,0.286,0.286,0.286,0.572,0.235,0.235,0.412,0.647
ID664040,Brandon Lowe,Tampa Bay Rays,0.247,0.268,0.481,0.749,0.234,0.294,0.442,0.736
ID680718,Addison Barger,Toronto Blue Jays,0.236,0.306,0.449,0.755,0.233,0.282,0.548,0.83
ID700932,Kyle Manzardo,Cleveland Guardians,0.221,0.358,0.351,0.709,0.233,0.275,0.493,0.768
ID682177,Daniel Schneemann,Cleveland Guardians,0.177,0.261,0.29,0.551,0.233,0.313,0.433,0.746
ID521692,Salvador Perez,Kansas City Royals,0.271,0.326,0.471,0.797,0.233,0.295,0.447,0.742
ID663968,Jake Mangum,Tampa Bay Rays,0.281,0.303,0.328,0.631,0.233,0.277,0.3,0.577
ID621566,Matt Olson,Atlanta Braves,0.25,0.327,0.42,0.747,0.232,0.321,0.411,0.732
ID672695,Geraldo Perdomo,Arizona Diamondbacks,0.333,0.435,0.531,0.966,0.232,0.345,0.337,0.682
ID701538,Jackson Merrill,San Diego Padres,0.254,0.303,0.31,0.613,0.231,0.306,0.477,0.783
ID682663,Agustín Ramírez,Miami Marlins,0.261,0.313,0.533,0.846,0.231,0.326,0.41,0.736
ID624585,Jorge Soler,Los Angeles Angels,0.227,0.292,0.455,0.747,0.231,0.319,0.41,0.729
ID666624,Christopher Morel,Tampa Bay Rays,0.217,0.294,0.37,0.664,0.231,0.286,0.333,0.619
ID701675,Nathan Church,St. Louis Cardinals,0.25,0.25,0.625,0.875,0.231,0.375,0.231,0.606
ID660757,Oscar Gonzalez,San Diego Padres,0.3,0.3,0.3,0.6,0.231,0.286,0.308,0.594
ID664059,Sam Haggerty,Texas Rangers,0.281,0.395,0.406,0.801,0.231,0.286,0.269,0.555
ID665742,Juan Soto,New York Mets,0.379,0.496,0.789,1.285,0.23,0.409,0.379,0.788
ID606466,Ketel Marte,Arizona Diamondbacks,0.311,0.457,0.635,1.092,0.23,0.319,0.377,0.696
ID543877,Christian Vázquez,Minnesota Twins,0.2,0.31,0.28,0.59,0.229,0.27,0.314,0.584
ID643376,Danny Jansen,Milwaukee Brewers,0.333,0.375,0.333,0.708,0.227,0.346,0.455,0.801
ID571912,Luke Maile,Kansas City Royals,1,1,1.5,2.5,0.227,0.346,0.409,0.755
ID808975,Hyeseong Kim,Los Angeles Dodgers,0.412,0.412,0.471,0.883,0.227,0.227,0.364,0.591
ID664056,Harrison Bader,Philadelphia Phillies,0.316,0.409,0.737,1.146,0.227,0.357,0.227,0.584
ID606992,Eric Haase,Milwaukee Brewers,0,0,0,0,0.227,0.346,0.227,0.573
ID664770,Nathan Lukes,Toronto Blue Jays,0.208,0.237,0.273,0.51,0.227,0.303,0.258,0.561
ID657656,Ramón Laureano,San Diego Padres,0.133,0.133,0.3,0.433,0.226,0.273,0.548,0.821
ID808982,Jung Hoo Lee,San Francisco Giants,0.271,0.34,0.375,0.715,0.226,0.298,0.393,0.691
ID667472,Dane Myers,Miami Marlins,0.22,0.291,0.32,0.611,0.226,0.305,0.377,0.682
ID691781,Brady House,Washington Nationals,0.209,0.227,0.349,0.576,0.225,0.227,0.25,0.477
ID608369,Corey Seager,Texas Rangers,0.237,0.387,0.373,0.76,0.224,0.293,0.448,0.741
ID695657,Colson Montgomery,Chicago White Sox,0.283,0.377,0.609,0.986,0.222,0.314,0.489,0.803
ID666211,Taylor Trammell,Houston Astros,0.143,0.2,0.321,0.521,0.222,0.3,0.5,0.8
ID683090,Matthew Lugo,Los Angeles Angels,0.25,0.333,0.25,0.583,0.222,0.222,0.556,0.778
ID680837,Ryan Fitzgerald,Minnesota Twins,0,0,0,0,0.222,0.222,0.556,0.778
ID596019,Francisco Lindor,New York Mets,0.294,0.395,0.618,1.013,0.222,0.288,0.407,0.695
ID660844,Leo Rivas,Seattle Mariners,0.333,0.5,0.5,1,0.222,0.44,0.222,0.662
ID500743,Miguel Rojas,Los Angeles Dodgers,0.265,0.324,0.5,0.824,0.222,0.288,0.37,0.658
ID676609,José Caballero,New York Yankees,0.273,0.333,0.364,0.697,0.222,0.211,0.444,0.655
ID678011,Anthony Seigler,Milwaukee Brewers,0,0,0,0,0.222,0.417,0.222,0.639
ID605131,Austin Barnes,Los Angeles Dodgers,0,0,0,0,0.222,0.3,0.333,0.633
ID671732,Lawrence Butler,Athletics,0.286,0.358,0.429,0.787,0.222,0.278,0.344,0.622
ID807713,Matt Shaw,Chicago Cubs,0.169,0.214,0.308,0.522,0.222,0.288,0.333,0.621
ID691785,Marcelo Mayer,Boston Red Sox,0.24,0.24,0.4,0.64,0.222,0.263,0.333,0.596
ID657041,Lane Thomas,Cleveland Guardians,0.13,0.13,0.174,0.304,0.222,0.348,0.222,0.57
ID663898,Brendan Rodgers,Houston Astros,0.227,0.261,0.409,0.67,0.222,0.222,0.222,0.444
ID682927,Ronny Simon,Pittsburgh Pirates,0,0.25,0,0.25,0.222,0.222,0.222,0.444
ID702332,Caleb Durbin,Milwaukee Brewers,0.333,0.383,0.437,0.82,0.221,0.318,0.364,0.682
ID553869,Elias Díaz,San Diego Padres,0.167,0.222,0.214,0.436,0.22,0.291,0.48,0.771
ID660670,Ronald Acuña Jr.,Atlanta Braves,0.411,0.476,0.75,1.226,0.218,0.306,0.309,0.615
ID665926,Andrés Giménez,Toronto Blue Jays,0.161,0.23,0.179,0.409,0.218,0.271,0.309,0.58
ID645277,Ozzie Albies,Atlanta Braves,0.221,0.306,0.337,0.643,0.218,0.255,0.287,0.542
ID683011,Anthony Volpe,New York Yankees,0.25,0.333,0.461,0.794,0.217,0.286,0.337,0.623
ID682729,Jonatan Clase,Toronto Blue Jays,0.048,0.091,0.095,0.186,0.217,0.25,0.261,0.511
ID677942,Blaze Alexander,Arizona Diamondbacks,0.211,0.318,0.447,0.765,0.216,0.275,0.324,0.599
ID553993,Eugenio Suárez,Arizona Diamondbacks,0.273,0.329,0.636,0.965,0.215,0.271,0.492,0.763
ID666149,Tyler Fitzgerald,San Francisco Giants,0.243,0.3,0.297,0.597,0.214,0.312,0.5,0.812
ID701305,Zach Dezenzo,Houston Astros,0.133,0.188,0.133,0.321,0.214,0.353,0.429,0.782
ID668670,Jake Rogers,Detroit Tigers,0.2,0.333,0.3,0.633,0.214,0.214,0.5,0.714
ID676914,Davis Schneider,Toronto Blue Jays,0.318,0.423,0.318,0.741,0.214,0.389,0.321,0.71
ID701350,Roman Anthony,Boston Red Sox,0.289,0.449,0.447,0.896,0.214,0.312,0.31,0.622
ID691783,Jordan Lawlar,Arizona Diamondbacks,0.154,0.143,0.308,0.451,0.214,0.312,0.286,0.598
ID656941,Kyle Schwarber,Philadelphia Phillies,0.267,0.421,0.656,1.077,0.213,0.345,0.447,0.792
ID641857,Ryan McMahon,Colorado Rockies,0.302,0.375,0.603,0.978,0.213,0.333,0.393,0.726
ID671289,Tyler Freeman,Colorado Rockies,0.259,0.328,0.397,0.725,0.213,0.356,0.34,0.696
ID649966,Luis Urías,Athletics,0.382,0.45,0.618,1.068,0.213,0.288,0.319,0.607
ID656716,Zach McKinstry,Detroit Tigers,0.253,0.333,0.467,0.8,0.213,0.299,0.307,0.606
ID592206,Nick Castellanos,Philadelphia Phillies,0.294,0.348,0.576,0.924,0.212,0.257,0.414,0.671
ID455117,Martín Maldonado,San Diego Padres,0.28,0.308,0.6,0.908,0.211,0.211,0.211,0.422
ID687597,Jordan Beck,Colorado Rockies,0.274,0.349,0.442,0.791,0.21,0.278,0.346,0.624
ID606192,Teoscar Hernández,Los Angeles Dodgers,0.186,0.245,0.337,0.582,0.209,0.247,0.403,0.65
ID669224,Austin Wells,New York Yankees,0.271,0.343,0.407,0.75,0.208,0.317,0.415,0.732
ID696100,Hunter Goodman,Colorado Rockies,0.337,0.424,0.558,0.982,0.208,0.26,0.361,0.621
ID657656,Ramón Laureano,Baltimore Orioles,0.289,0.382,0.422,0.804,0.208,0.269,0.312,0.581
ID605361,Nick Martini,Colorado Rockies,0.071,0.188,0.071,0.259,0.208,0.24,0.208,0.448
ID547180,Bryce Harper,Philadelphia Phillies,0.276,0.382,0.5,0.882,0.207,0.286,0.329,0.615
ID689414,Liam Hicks,Miami Marlins,0.212,0.333,0.346,0.679,0.207,0.294,0.276,0.57
ID691176,Jasson Domínguez,New York Yankees,0.34,0.426,0.66,1.086,0.206,0.312,0.235,0.547
ID691019,Kyle Teel,Chicago White Sox,0.212,0.366,0.273,0.639,0.205,0.286,0.227,0.513
ID656305,Matt Chapman,San Francisco Giants,0.242,0.378,0.485,0.863,0.203,0.359,0.405,0.764
ID542303,Marcell Ozuna,Atlanta Braves,0.141,0.292,0.295,0.587,0.203,0.329,0.391,0.72
ID673237,Yainer Diaz,Houston Astros,0.279,0.315,0.488,0.803,0.203,0.231,0.378,0.609
ID686668,Brenton Doyle,Colorado Rockies,0.225,0.267,0.325,0.592,0.203,0.25,0.338,0.588
ID682657,Angel Martínez,Cleveland Guardians,0.26,0.275,0.494,0.769,0.203,0.25,0.304,0.554
ID641355,Cody Bellinger,New York Yankees,0.19,0.227,0.405,0.632,0.202,0.271,0.394,0.665
ID669288,Daniel Johnson,San Francisco Giants,0,0,0,0,0.2,0.2,0.8,1
ID669087,Sam Huff,San Francisco Giants,0.333,0.25,0.333,0.583,0.2,0.25,0.6,0.85
ID671284,Tim Elko,Chicago White Sox,0,0.111,0,0.111,0.2,0.273,0.5,0.773
ID700246,Carson Williams,Tampa Bay Rays,0.158,0.158,0.474,0.632,0.2,0.294,0.467,0.761
ID553993,Eugenio Suárez,Seattle Mariners,0.172,0.226,0.414,0.64,0.2,0.314,0.4,0.714
ID687957,Dustin Harris,Texas Rangers,0.333,0.333,0.556,0.889,0.2,0.2,0.5,0.7
ID656577,Alex Jackson,Baltimore Orioles,0.357,0.438,0.643,1.081,0.2,0.259,0.4,0.659
ID621043,Carlos Correa,Houston Astros,0.29,0.371,0.419,0.79,0.2,0.25,0.4,0.65
ID656775,Cedric Mullins,New York Mets,0.278,0.316,0.5,0.816,0.2,0.286,0.36,0.646
ID663697,Jonathan India,Kansas City Royals,0.184,0.26,0.299,0.559,0.2,0.315,0.32,0.635
ID691723,Coby Mayo,Baltimore Orioles,0.209,0.292,0.558,0.85,0.2,0.265,0.356,0.621
ID669261,Jack Suwinski,Pittsburgh Pirates,0.091,0.2,0.227,0.427,0.2,0.351,0.267,0.618
