playerId,playerName,team,friday_avg,friday_obp,friday_slg,friday_ops,sunday_avg,sunday_obp,sunday_slg,sunday_ops
ID666185,Dylan Carlson,Baltimore Orioles,0.182,0.308,0.455,0.763,0.2,0.238,0.325,0.563
ID665561,Rafael Marchán,Philadelphia Phillies,0.143,0.188,0.214,0.402,0.2,0.294,0.267,0.561
ID681297,Colton Cowser,Baltimore Orioles,0.211,0.274,0.368,0.642,0.2,0.245,0.3,0.545
ID665161,Jeremy Peña,Houston Astros,0.295,0.349,0.41,0.759,0.2,0.259,0.28,0.539
ID682634,Kevin Alcántara,Chicago Cubs,0,0,0,0,0.2,0.333,0.2,0.533
ID678391,Jorbit Vivas,New York Yankees,0.235,0.381,0.294,0.675,0.2,0.333,0.2,0.533
ID669397,Nick Allen,Atlanta Braves,0.183,0.242,0.183,0.425,0.2,0.286,0.2,0.486
ID571657,Kyle Farmer,Colorado Rockies,0.35,0.357,0.65,1.007,0.2,0.265,0.2,0.465
ID691720,Kyle Karros,Colorado Rockies,0.304,0.393,0.304,0.697,0.2,0.188,0.267,0.455
ID641645,Luis Guillorme,Houston Astros,0,0,0,0,0.2,0.2,0.2,0.4
ID669304,Jose Miranda,Minnesota Twins,0,0,0,0,0.2,0.2,0.2,0.4
ID673548,Seiya Suzuki,Chicago Cubs,0.266,0.317,0.5,0.817,0.198,0.279,0.407,0.686
ID679529,Spencer Torkelson,Detroit Tigers,0.239,0.376,0.489,0.865,0.198,0.302,0.319,0.621
ID543760,Marcus Semien,Texas Rangers,0.188,0.241,0.35,0.591,0.197,0.271,0.355,0.626
ID668709,JJ Bleday,Athletics,0.18,0.288,0.32,0.608,0.196,0.275,0.37,0.645
ID645444,Jose Herrera,Arizona Diamondbacks,0.207,0.343,0.241,0.584,0.196,0.236,0.314,0.55
ID672275,Patrick Bailey,San Francisco Giants,0.282,0.337,0.435,0.772,0.196,0.25,0.25,0.5
ID666158,Gavin Lux,Cincinnati Reds,0.291,0.361,0.327,0.688,0.195,0.279,0.26,0.539
ID695681,Christian Moore,Los Angeles Angels,0.154,0.267,0.385,0.652,0.194,0.265,0.29,0.555
ID656811,Ryan O'Hearn,San Diego Padres,0.217,0.308,0.217,0.525,0.194,0.212,0.226,0.438
ID662139,Daulton Varsho,Toronto Blue Jays,0.238,0.267,0.452,0.719,0.192,0.3,0.385,0.685
ID642708,Amed Rosario,Washington Nationals,0.2,0.25,0.4,0.65,0.192,0.276,0.231,0.507
ID681807,David Fry,Cleveland Guardians,0.261,0.346,0.652,0.998,0.192,0.222,0.269,0.491
ID624413,Pete Alonso,New York Mets,0.212,0.308,0.465,0.773,0.19,0.277,0.39,0.667
ID664034,Ty France,Minnesota Twins,0.26,0.339,0.4,0.739,0.19,0.25,0.276,0.526
ID666139,Josh Lowe,Tampa Bay Rays,0.203,0.244,0.311,0.555,0.19,0.238,0.276,0.514
ID666023,Freddy Fermin,Kansas City Royals,0.31,0.333,0.345,0.678,0.19,0.227,0.238,0.465
ID642715,Willy Adames,San Francisco Giants,0.257,0.318,0.495,0.813,0.189,0.312,0.333,0.645
ID691026,Masyn Winn,St. Louis Cardinals,0.278,0.313,0.354,0.667,0.189,0.302,0.243,0.545
ID683083,Nasim Nuñez,Washington Nationals,0.111,0.273,0.111,0.384,0.188,0.222,0.375,0.597
ID702284,Cole Young,Seattle Mariners,0.229,0.325,0.314,0.639,0.188,0.235,0.312,0.547
ID665953,Andrés Chaparro,Washington Nationals,0,0.111,0,0.111,0.188,0.188,0.188,0.376
ID642133,Rowdy Tellez,Seattle Mariners,0.323,0.389,0.774,1.163,0.185,0.214,0.37,0.584
ID676609,José Caballero,Tampa Bay Rays,0.229,0.341,0.371,0.712,0.185,0.343,0.222,0.565
ID641584,Jake Fraley,Cincinnati Reds,0.118,0.211,0.294,0.505,0.185,0.29,0.259,0.549
ID677588,José Tena,Washington Nationals,0.25,0.314,0.344,0.658,0.185,0.29,0.259,0.549
ID694671,Wyatt Langford,Texas Rangers,0.243,0.321,0.446,0.767,0.184,0.316,0.329,0.645
ID545361,Mike Trout,Los Angeles Angels,0.169,0.322,0.324,0.646,0.184,0.308,0.329,0.637
ID602104,Ramón Urías,Baltimore Orioles,0.31,0.347,0.571,0.918,0.184,0.222,0.327,0.549
ID605170,Victor Caratini,Houston Astros,0.295,0.333,0.5,0.833,0.184,0.271,0.204,0.475
ID665019,Kody Clemens,Minnesota Twins,0.224,0.291,0.49,0.781,0.183,0.258,0.3,0.558
ID701358,Cam Smith,Houston Astros,0.265,0.39,0.485,0.875,0.183,0.247,0.282,0.529
ID702176,Alan Roden,Toronto Blue Jays,0.111,0.091,0.222,0.313,0.182,0.296,0.318,0.614
ID686765,Nick Sogard,Boston Red Sox,0.25,0.286,0.3,0.586,0.182,0.182,0.364,0.546
ID527038,Wilmer Flores,San Francisco Giants,0.227,0.256,0.387,0.643,0.182,0.299,0.212,0.511
ID663584,Hayden Senger,New York Mets,0.2,0.2,0.2,0.4,0.182,0.25,0.182,0.432
ID670770,TJ Friedl,Cincinnati Reds,0.195,0.343,0.356,0.699,0.181,0.304,0.245,0.549
ID608070,José Ramírez,Cleveland Guardians,0.323,0.404,0.667,1.071,0.181,0.257,0.277,0.534
ID680777,Ryan Jeffers,Minnesota Twins,0.258,0.333,0.387,0.72,0.181,0.241,0.278,0.519
ID624512,Reese McGuire,Chicago Cubs,0.391,0.417,0.783,1.2,0.179,0.207,0.5,0.707
ID664238,Dylan Moore,Seattle Mariners,0.176,0.222,0.382,0.604,0.179,0.207,0.393,0.6
ID668885,Austin Martin,Minnesota Twins,0.4,0.538,0.55,1.088,0.179,0.258,0.25,0.508
ID680779,Henry Davis,Pittsburgh Pirates,0.171,0.261,0.317,0.578,0.179,0.256,0.205,0.461
ID681351,Logan O'Hoppe,Los Angeles Angels,0.231,0.268,0.385,0.653,0.177,0.239,0.274,0.513
ID694212,Samuel Basallo,Baltimore Orioles,0.231,0.231,0.538,0.769,0.176,0.3,0.353,0.653
ID678009,Parker Meadows,Detroit Tigers,0.226,0.273,0.419,0.692,0.176,0.263,0.324,0.587
ID643217,Andrew Benintendi,Chicago White Sox,0.267,0.325,0.507,0.832,0.176,0.241,0.324,0.565
ID570482,Gio Urshela,Athletics,0.15,0.209,0.2,0.409,0.176,0.275,0.206,0.481
ID660644,Vidal Bruján,Chicago Cubs,0.556,0.556,0.778,1.334,0.176,0.176,0.176,0.352
ID681082,Bryson Stott,Philadelphia Phillies,0.221,0.311,0.377,0.688,0.175,0.275,0.287,0.562
ID663457,Lars Nootbaar,St. Louis Cardinals,0.212,0.292,0.275,0.567,0.175,0.272,0.25,0.522
ID695336,Thomas Saggese,St. Louis Cardinals,0.25,0.302,0.325,0.627,0.175,0.186,0.281,0.467
ID641933,Tyler O'Neill,Baltimore Orioles,0.229,0.293,0.457,0.75,0.174,0.269,0.478,0.747
ID643376,Danny Jansen,Tampa Bay Rays,0.227,0.346,0.5,0.846,0.174,0.269,0.304,0.573
ID666971,Lourdes Gurriel Jr.,Arizona Diamondbacks,0.309,0.32,0.412,0.732,0.174,0.253,0.304,0.557
ID690993,Colt Keith,Detroit Tigers,0.218,0.261,0.333,0.594,0.173,0.306,0.269,0.575
ID666134,Nolan Jones,Cleveland Guardians,0.29,0.323,0.468,0.791,0.173,0.295,0.25,0.545
ID664023,Ian Happ,Chicago Cubs,0.291,0.398,0.558,0.956,0.172,0.274,0.258,0.532
ID467793,Carlos Santana,Cleveland Guardians,0.222,0.318,0.333,0.651,0.172,0.284,0.19,0.474
ID664983,Jake McCarthy,Arizona Diamondbacks,0.241,0.29,0.345,0.635,0.171,0.244,0.293,0.537
ID665833,Oneil Cruz,Pittsburgh Pirates,0.25,0.333,0.463,0.796,0.169,0.286,0.312,0.598
ID669242,Tommy Edman,Los Angeles Dodgers,0.162,0.208,0.309,0.517,0.169,0.242,0.288,0.53
ID664913,Seth Brown,Athletics,0.333,0.5,0.444,0.944,0.167,0.286,0.417,0.703
ID681546,James Outman,Minnesota Twins,0,0.25,0,0.25,0.167,0.167,0.333,0.5
ID672016,Denzel Clarke,Athletics,0.346,0.37,0.577,0.947,0.167,0.219,0.267,0.486
ID681146,Jonah Bride,Miami Marlins,0,0,0,0,0.167,0.286,0.167,0.453
ID678554,Curtis Mead,Chicago White Sox,0.333,0.4,0.389,0.789,0.167,0.211,0.222,0.433
ID691182,Adael Amador,Colorado Rockies,0.067,0.176,0.133,0.309,0.167,0.211,0.222,0.433
ID572191,Michael A. Taylor,Chicago White Sox,0.19,0.242,0.276,0.518,0.167,0.2,0.214,0.414
ID628451,Andy Ibáñez,Detroit Tigers,0.158,0.238,0.368,0.606,0.167,0.231,0.167,0.398
ID678894,Liover Peguero,Pittsburgh Pirates,0.167,0.167,0.167,0.334,0.167,0.231,0.167,0.398
ID665804,Miguel Amaya,Chicago Cubs,0,0,0,0,0.167,0.167,0.167,0.334
ID467793,Carlos Santana,Chicago Cubs,0,0,0,0,0.167,0.167,0.167,0.334
ID624415,Cavan Biggio,Kansas City Royals,0.25,0.308,0.417,0.725,0.167,0.167,0.167,0.334
ID691185,Maximo Acosta,Miami Marlins,0.333,0.4,0.667,1.067,0.167,0.167,0.167,0.334
ID663662,Daz Cameron,Milwaukee Brewers,0,0,0,0,0.167,0.167,0.167,0.334
ID669289,Santiago Espinal,Cincinnati Reds,0.296,0.387,0.352,0.739,0.163,0.226,0.184,0.41
ID592626,Joc Pederson,Texas Rangers,0.167,0.362,0.222,0.584,0.16,0.222,0.42,0.642
ID691777,Max Muncy,Athletics,0.205,0.244,0.436,0.68,0.16,0.276,0.28,0.556
ID669743,Alex Call,Los Angeles Dodgers,0,0.25,0,0.25,0.158,0.273,0.263,0.536
ID656896,Emmanuel Rivera,Baltimore Orioles,0.231,0.231,0.231,0.462,0.158,0.238,0.211,0.449
ID640902,Jhonny Pereda,Athletics,0,0,0,0,0.158,0.2,0.211,0.411
ID668942,Josh Rojas,Chicago White Sox,0.205,0.238,0.308,0.546,0.156,0.229,0.156,0.385
ID680474,Max Schuemann,Athletics,0.25,0.357,0.25,0.607,0.156,0.206,0.156,0.362
ID686780,Pedro Pagés,St. Louis Cardinals,0.295,0.358,0.475,0.833,0.155,0.177,0.31,0.487
ID669221,Sean Murphy,Atlanta Braves,0.25,0.328,0.482,0.81,0.154,0.241,0.327,0.568
ID545341,Randal Grichuk,Arizona Diamondbacks,0.385,0.39,0.744,1.134,0.154,0.233,0.269,0.502
ID665750,Leody Taveras,Seattle Mariners,0.2,0.2,0.4,0.6,0.154,0.214,0.231,0.445
ID690976,Alex Freeland,Los Angeles Dodgers,0.286,0.375,0.5,0.875,0.154,0.267,0.154,0.421
ID683770,Will Robertson,Chicago White Sox,0.273,0.333,0.273,0.606,0.154,0.154,0.231,0.385
ID650489,Willi Castro,Chicago Cubs,0.222,0.462,0.333,0.795,0.154,0.214,0.154,0.368
ID642201,Eli White,Atlanta Braves,0.241,0.241,0.448,0.689,0.152,0.216,0.304,0.52
ID543309,Kyle Higashioka,Texas Rangers,0.238,0.304,0.405,0.709,0.152,0.188,0.152,0.34
ID687952,Christian Encarnacion-Strand,Cincinnati Reds,0.222,0.25,0.444,0.694,0.15,0.19,0.3,0.49
ID641857,Ryan McMahon,New York Yankees,0.19,0.346,0.238,0.584,0.15,0.25,0.2,0.45
ID669326,Bryce Teodosio,Los Angeles Angels,0.133,0.316,0.133,0.449,0.15,0.217,0.2,0.417
ID671286,Johnathan Rodríguez,Cleveland Guardians,0.143,0.25,0.571,0.821,0.15,0.19,0.2,0.39
ID663837,Matt Vierling,Detroit Tigers,0.3,0.364,0.6,0.964,0.15,0.19,0.2,0.39
ID622761,Jorge Mateo,Baltimore Orioles,0.167,0.167,0.222,0.389,0.15,0.15,0.15,0.3
ID677592,Everson Pereira,Tampa Bay Rays,0.167,0.333,0.667,1,0.15,0.143,0.15,0.293
ID608348,Carson Kelly,Chicago Cubs,0.235,0.297,0.397,0.694,0.148,0.258,0.296,0.554
ID679032,Johan Rojas,Philadelphia Phillies,0.25,0.333,0.292,0.625,0.148,0.207,0.148,0.355
ID694374,Tim Tawa,Arizona Diamondbacks,0.303,0.361,0.424,0.785,0.147,0.162,0.265,0.427
ID688760,Blaine Crim,Colorado Rockies,0.333,0.25,0.833,1.083,0.143,0.25,0.571,0.821
ID701398,Sal Stewart,Cincinnati Reds,0,0,0,0,0.143,0.143,0.571,0.714
ID665923,Esteury Ruiz,Los Angeles Dodgers,0.333,0.333,0.333,0.666,0.143,0.143,0.571,0.714
ID663731,Connor Kaiser,Arizona Diamondbacks,0,0,0,0,0.143,0.25,0.286,0.536
ID666150,Dominic Fletcher,Chicago White Sox,0.5,0.5,1,1.5,0.143,0.25,0.286,0.536
ID669911,Michael Toglia,Colorado Rockies,0.188,0.328,0.312,0.64,0.143,0.232,0.245,0.477
ID677008,Heston Kjerstad,Baltimore Orioles,0.304,0.304,0.478,0.782,0.143,0.143,0.333,0.476
ID663609,Luken Baker,St. Louis Cardinals,0,0.2,0,0.2,0.143,0.333,0.143,0.476
ID642136,Matt Thaiss,Tampa Bay Rays,0.625,0.667,0.75,1.417,0.143,0.333,0.143,0.476
ID666152,David Hamilton,Boston Red Sox,0.286,0.4,0.476,0.876,0.143,0.172,0.179,0.351
ID694376,Shay Whitcomb,Houston Astros,0,0,0,0,0.143,0.143,0.143,0.286
ID681584,David Villar,San Francisco Giants,0,0,0,0,0.143,0.143,0.143,0.286
ID669208,Ryan Bliss,Seattle Mariners,0.25,0.25,0.25,0.5,0.143,0.143,0.143,0.286
ID677870,Leo Jiménez,Toronto Blue Jays,0,0,0,0,0.143,0.143,0.143,0.286
ID695578,James Wood,Washington Nationals,0.233,0.346,0.433,0.779,0.14,0.312,0.198,0.51
ID656180,Riley Adams,Washington Nationals,0.213,0.302,0.447,0.749,0.14,0.189,0.28,0.469
ID686681,Michael Massey,Kansas City Royals,0.286,0.352,0.388,0.74,0.14,0.178,0.233,0.411
ID679845,Nick Loftin,Kansas City Royals,0.143,0.217,0.286,0.503,0.138,0.194,0.207,0.401
ID810938,Ben Williamson,Seattle Mariners,0.218,0.259,0.273,0.532,0.138,0.194,0.172,0.366
ID664774,LaMonte Wade Jr.,San Francisco Giants,0.273,0.36,0.545,0.905,0.136,0.208,0.227,0.435
ID687231,Darell Hernaiz,Athletics,0.143,0.194,0.143,0.337,0.136,0.208,0.182,0.39
ID666176,Jo Adell,Los Angeles Angels,0.329,0.353,0.573,0.926,0.135,0.189,0.247,0.436
ID660821,Jesús Sánchez,Miami Marlins,0.224,0.309,0.388,0.697,0.135,0.167,0.212,0.379
ID543592,Austin Nola,Colorado Rockies,0.5,0.5,0.5,1,0.133,0.188,0.133,0.321
ID518595,Travis d'Arnaud,Los Angeles Angels,0.207,0.258,0.345,0.603,0.132,0.25,0.289,0.539
ID571771,Enrique Hernández,Los Angeles Dodgers,0.226,0.314,0.419,0.733,0.128,0.205,0.205,0.41
ID665155,Nick Maton,Chicago White Sox,0.286,0.375,0.571,0.946,0.125,0.125,0.5,0.625
ID699625,Jimmy Crooks,St. Louis Cardinals,0.143,0.143,0.143,0.286,0.125,0.125,0.5,0.625
ID666397,Edouard Julien,Minnesota Twins,0.231,0.344,0.269,0.613,0.125,0.222,0.25,0.472
ID696030,Alejandro Osuna,Texas Rangers,0.143,0.217,0.19,0.407,0.125,0.214,0.167,0.381
ID656248,Sean Bouchard,Colorado Rockies,0.182,0.182,0.182,0.364,0.125,0.222,0.125,0.347
ID670224,Kameron Misner,Tampa Bay Rays,0.25,0.25,0.406,0.656,0.125,0.176,0.125,0.301
ID545121,Ildemaro Vargas,Arizona Diamondbacks,0.333,0.333,0.722,1.055,0.125,0.125,0.125,0.25
ID672284,Jarred Kelenic,Atlanta Braves,0.25,0.25,0.833,1.083,0.125,0.125,0.125,0.25
ID641658,Garrett Hampson,St. Louis Cardinals,0.2,0.2,0.4,0.6,0.125,0.125,0.125,0.25
ID663886,Tyler Stephenson,Cincinnati Reds,0.302,0.389,0.587,0.976,0.121,0.231,0.242,0.473
ID677347,Kyren Paris,Los Angeles Angels,0.357,0.438,0.5,0.938,0.12,0.185,0.36,0.545
ID666163,Ben Rortvedt,Tampa Bay Rays,0.125,0.125,0.25,0.375,0.118,0.25,0.118,0.368
ID642180,Tyler Wade,San Diego Padres,0.269,0.296,0.269,0.565,0.118,0.167,0.118,0.285
ID542932,Jon Berti,Chicago Cubs,0.231,0.231,0.308,0.539,0.118,0.118,0.118,0.236
ID807799,Masataka Yoshida,Boston Red Sox,0.222,0.29,0.444,0.734,0.114,0.135,0.114,0.249
ID669127,Shea Langeliers,Athletics,0.241,0.309,0.471,0.78,0.113,0.13,0.245,0.375
ID691728,Zac Veen,Colorado Rockies,0,0,0,0,0.111,0.2,0.444,0.644
ID680869,Zack Gelof,Athletics,0.176,0.286,0.176,0.462,0.111,0.273,0.111,0.384
ID687637,Dylan Beavers,Baltimore Orioles,0.143,0.4,0.143,0.543,0.111,0.238,0.111,0.349
ID607732,Jacob Stallings,Colorado Rockies,0.231,0.444,0.308,0.752,0.111,0.238,0.111,0.349
ID694377,Nick Yorke,Pittsburgh Pirates,0.286,0.375,0.286,0.661,0.111,0.111,0.222,0.333
ID690291,Jace Jung,Detroit Tigers,0.143,0.333,0.143,0.476,0.111,0.111,0.111,0.222
ID545341,Randal Grichuk,Kansas City Royals,0.5,0.556,0.5,1.056,0.111,0.111,0.111,0.222
ID683146,Brett Baty,New York Mets,0.321,0.387,0.554,0.941,0.108,0.121,0.277,0.398
ID805373,Nacho Alvarez Jr.,Atlanta Braves,0.222,0.25,0.333,0.583,0.103,0.212,0.138,0.35
ID665839,Enmanuel Valdez,Pittsburgh Pirates,0.2,0.333,0.4,0.733,0.1,0.182,0.35,0.532
ID669234,Justyn-Henry Malloy,Detroit Tigers,0,0.333,0,0.333,0.1,0.357,0.1,0.457
ID670042,Luke Raley,Seattle Mariners,0.206,0.25,0.294,0.544,0.1,0.25,0.1,0.35
ID668974,Maverick Handley,Baltimore Orioles,0,0,0,0,0.1,0.167,0.1,0.267
ID690987,Robert Hassell III,Washington Nationals,0.278,0.278,0.333,0.611,0.097,0.152,0.226,0.378
ID596146,Max Kepler,Philadelphia Phillies,0.129,0.237,0.229,0.466,0.095,0.264,0.095,0.359
ID692216,C.J. Kayfus,Cleveland Guardians,0.188,0.188,0.375,0.563,0.095,0.208,0.143,0.351
ID681508,Mickey Gasper,Minnesota Twins,0.105,0.227,0.158,0.385,0.091,0.231,0.364,0.595
ID457759,Justin Turner,Chicago Cubs,0.273,0.304,0.318,0.622,0.091,0.205,0.182,0.387
ID680737,Michael Helman,Texas Rangers,0.235,0.278,0.471,0.749,0.091,0.231,0.091,0.322
ID680577,DaShawn Keirsey Jr.,Minnesota Twins,0.1,0.182,0.1,0.282,0.091,0.167,0.091,0.258
ID621028,Kevin Newman,Los Angeles Angels,0.133,0.133,0.133,0.266,0.091,0.091,0.091,0.182
ID672724,Oswald Peraza,New York Yankees,0.176,0.364,0.176,0.54,0.086,0.135,0.114,0.249
ID676480,José Barrero,St. Louis Cardinals,0,0,0,0,0.083,0.214,0.083,0.297
ID518792,Jason Heyward,San Diego Padres,0.125,0.118,0.125,0.243,0.083,0.154,0.083,0.237
ID664034,Ty France,Toronto Blue Jays,0.222,0.222,0.222,0.444,0.083,0.154,0.083,0.237
ID657136,Connor Wong,Boston Red Sox,0.233,0.258,0.333,0.591,0.083,0.105,0.083,0.188
ID595978,Austin Hedges,Cleveland Guardians,0.267,0.389,0.467,0.856,0.081,0.171,0.081,0.252
ID689172,Brett Wisely,San Francisco Giants,0.333,0.6,1.333,1.933,0.077,0.2,0.077,0.277
ID689200,Jacob Melton,Houston Astros,0.333,0.333,0.667,1,0.077,0.077,0.077,0.154
ID671213,Triston Casas,Boston Red Sox,0.235,0.278,0.412,0.69,0.067,0.222,0.067,0.289
ID695238,Will Wagner,Toronto Blue Jays,0.435,0.536,0.565,1.101,0.067,0.176,0.067,0.243
ID676439,Hunter Feduccia,Tampa Bay Rays,0.222,0.417,0.333,0.75,0.067,0.125,0.067,0.192
ID678554,Curtis Mead,Tampa Bay Rays,0.24,0.345,0.36,0.705,0.062,0.25,0.25,0.5
ID681146,Jonah Bride,Minnesota Twins,0,0.167,0,0.167,0.062,0.118,0.062,0.18
ID623993,Anthony Santander,Toronto Blue Jays,0.176,0.318,0.176,0.494,0.059,0.2,0.176,0.376
ID660821,Jesús Sánchez,Houston Astros,0.167,0.333,0.208,0.541,0.056,0.105,0.111,0.216
ID678877,Jhonkensy Noel,Cleveland Guardians,0.087,0.087,0.13,0.217,0.053,0.053,0.053,0.106
ID669450,Cooper Hummel,Houston Astros,0.2,0.333,0.2,0.533,0.048,0.2,0.048,0.248
ID656582,Connor Joe,San Diego Padres,0,0,0,0,0,1,0,1
ID695670,Harry Ford,Seattle Mariners,0,0,0,0,0,1,0,1
ID682515,Logan Porter,San Francisco Giants,0,0,0,0,0,0.667,0,0.667
ID675915,David Bañuelos,Baltimore Orioles,0,0,0,0,0,0.5,0,0.5
ID691373,Jhostynxon Garcia,Boston Red Sox,0,0.25,0,0.25,0,0.5,0,0.5
ID674441,Jacob Hurtubise,Cincinnati Reds,0,0,0,0,0,0.5,0,0.5
ID672012,Tyler Black,Milwaukee Brewers,0,0.5,0,0.5,0,0.5,0,0.5
ID665019,Kody Clemens,Philadelphia Phillies,0,0,0,0,0,0.5,0,0.5
ID671083,Buddy Kennedy,Philadelphia Phillies,0,0,0,0,0,0.5,0,0.5
ID688760,Blaine Crim,Texas Rangers,0,0,0,0,0,0.5,0,0.5
ID641658,Garrett Hampson,Arizona Diamondbacks,0.111,0.2,0.111,0.311,0,0.4,0,0.4
ID680911,Owen Miller,Colorado Rockies,0.333,0.5,0.333,0.833,0,0.333,0,0.333
ID669374,Keston Hiura,Colorado Rockies,0.25,0.5,0.25,0.75,0,0.333,0,0.333
ID621035,Chris Taylor,Los Angeles Angels,0.333,0.333,0.444,0.777,0,0.333,0,0.333
ID695238,Will Wagner,San Diego Padres,0,0,0,0,0,0.333,0,0.333
ID676116,Ryan Noda,Chicago White Sox,0.143,0.143,0.143,0.286,0,0.308,0,0.308
ID678225,Ji Hwan Bae,Pittsburgh Pirates,0,0,0,0,0,0.25,0,0.25
ID805811,Bryce Eldridge,San Francisco Giants,0,0,0,0,0,0.25,0,0.25
ID608385,Jesse Winker,New York Mets,0.231,0.286,0.231,0.517,0,0.222,0,0.222
ID681962,Vinny Capra,Chicago White Sox,0,0,0,0,0,0.2,0,0.2
ID669134,Luis Campusano,San Diego Padres,0,0,0,0,0,0.2,0,0.2
ID682848,Endy Rodríguez,Pittsburgh Pirates,0.182,0.25,0.273,0.523,0,0.182,0,0.182
ID683748,Victor Mesa Jr.,Miami Marlins,0.25,0.4,0.25,0.65,0,0.167,0,0.167
ID676070,Jacob Amaya,Chicago White Sox,0.364,0.417,0.455,0.872,0,0.1,0,0.1
ID672569,Gustavo Campero,Los Angeles Angels,0.273,0.429,0.818,1.247,0,0.091,0,0.091
ID669003,Garrett Mitchell,Milwaukee Brewers,0.333,0.333,0.444,0.777,0,0.091,0,0.091
ID656484,Tristan Gray,Tampa Bay Rays,0.222,0.364,0.556,0.92,0,0.083,0,0.083
ID600869,Jeimer Candelario,Cincinnati Reds,0.273,0.385,0.909,1.294,0,0.062,0,0.062